,Country Name,Country Code,Region,Year,"Life expectancy at birth, total (years)","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)",Lifetime risk of maternal death (%),"Maternal mortality ratio (modeled estimate, per 100,000 live births)","Mortality rate, under-5 (per 1,000 live births)"
337,Netherlands,NLD,Europe & Central Asia,2010,80.7024390243902,82.7,78.8,0.0109119491990803,6.0,4.4
338,Netherlands,NLD,Europe & Central Asia,2011,81.2048780487805,83.1,79.4,0.0113027581484979,6.0,4.3
339,Netherlands,NLD,Europe & Central Asia,2012,81.1048780487805,83.0,79.3,0.0106000970908656,6.0,4.2
340,Netherlands,NLD,Europe & Central Asia,2013,81.3048780487805,83.2,79.5,0.0099689670120159,6.0,4.2
341,Netherlands,NLD,Europe & Central Asia,2014,81.7073170731707,83.5,80.0,0.0093844318658972,5.0,4.1
342,Netherlands,NLD,Europe & Central Asia,2015,81.509756097561,83.2,79.9,0.0089784216302481,5.0,4.1
343,Netherlands,NLD,Europe & Central Asia,2016,81.5609756097561,83.2,80.0,0.0089953759876673,5.0,4.1
344,Netherlands,NLD,Europe & Central Asia,2017,81.7609756097561,83.4,80.2,0.0086665771867566,5.0,4.0
345,Netherlands,NLD,Europe & Central Asia,2018,81.8121951219512,83.4,80.3,0.0055600310692947,4.0,4.0
346,Netherlands,NLD,Europe & Central Asia,2019,82.1121951219512,83.7,80.6,0.0054888733945027,4.0,4.0
347,Netherlands,NLD,Europe & Central Asia,2020,81.3585365853659,83.1,79.7,0.0075096885423537,4.0,4.0
348,Netherlands,NLD,Europe & Central Asia,2021,81.309756097561,83.0,79.7,,,4.0
349,Netherlands,NLD,Europe & Central Asia,2022,81.7146341463415,83.2,80.3,,,3.9
350,New Zealand,NZL,East Asia & Pacific,2009,80.7024390243902,82.7,78.8,0.0211931967900793,10.0,6.3
351,New Zealand,NZL,East Asia & Pacific,2010,80.9048780487805,82.8,79.1,0.0205915601866973,10.0,6.2
352,New Zealand,NZL,East Asia & Pacific,2011,81.1560975609756,83.0,79.4,0.0216530014238841,10.0,6.1
353,New Zealand,NZL,East Asia & Pacific,2012,81.4073170731707,83.2,79.7,0.0199658245706153,10.0,6.0
354,New Zealand,NZL,East Asia & Pacific,2013,81.4048780487805,83.3,79.6,0.0136549299181754,8.0,5.8
355,New Zealand,NZL,East Asia & Pacific,2014,81.4568292682927,83.27,79.73,0.0138557427109327,8.0,5.7
356,New Zealand,NZL,East Asia & Pacific,2015,81.6124390243903,83.4,79.91,0.0180306110920587,9.0,5.5
357,New Zealand,NZL,East Asia & Pacific,2016,81.6585365853659,83.4,80.0,0.0135687840835016,8.0,5.3
358,New Zealand,NZL,East Asia & Pacific,2017,81.8585365853659,83.6,80.2,0.0128361683252328,7.0,5.2
359,New Zealand,NZL,East Asia & Pacific,2018,81.7073170731707,83.5,80.0,0.0136948661195743,8.0,5.1
360,New Zealand,NZL,East Asia & Pacific,2019,82.0560975609756,83.9,80.3,0.0125383557655084,7.0,4.9
361,New Zealand,NZL,East Asia & Pacific,2020,82.2560975609756,84.1,80.5,0.0122073366654211,7.0,4.8
362,New Zealand,NZL,East Asia & Pacific,2021,82.2073170731707,84.0,80.5,,,4.7
363,New Zealand,NZL,East Asia & Pacific,2022,82.7609756097561,84.4,81.2,,,4.6
364,Norway,NOR,Europe & Central Asia,2009,80.7951219512195,83.1,78.6,0.0074277653947187,4.0,3.4
365,Norway,NOR,Europe & Central Asia,2010,80.9975609756098,83.2,78.9,0.0069893636558638,4.0,3.3
366,Norway,NOR,Europe & Central Asia,2011,81.2951219512195,83.6,79.1,0.0066375766732484,4.0,3.1
367,Norway,NOR,Europe & Central Asia,2012,81.4512195121951,83.5,79.5,0.0055585680103572,3.0,3.0
368,Norway,NOR,Europe & Central Asia,2013,81.7512195121951,83.8,79.8,0.0054513342228697,3.0,2.9
369,Norway,NOR,Europe & Central Asia,2014,82.1,84.2,80.1,0.0044975745623484,3.0,2.8
370,Norway,NOR,Europe & Central Asia,2015,82.3048780487805,84.2,80.5,0.0041876297857862,2.0,2.7
371,Norway,NOR,Europe & Central Asia,2016,82.4073170731707,84.2,80.7,0.0038855676496743,2.0,2.6
372,Norway,NOR,Europe & Central Asia,2017,82.609756097561,84.3,81.0,0.0037498346533515,2.0,2.5
373,Norway,NOR,Europe & Central Asia,2018,82.7585365853659,84.5,81.1,0.0034724747999532,2.0,2.5
374,Norway,NOR,Europe & Central Asia,2019,82.9585365853659,84.7,81.3,0.0033818949802946,2.0,2.4
375,Norway,NOR,Europe & Central Asia,2020,83.209756097561,84.9,81.6,0.0023176881011082,2.0,2.3
376,Norway,NOR,Europe & Central Asia,2021,83.1634146341463,84.7,81.7,,,2.2
377,Norway,NOR,Europe & Central Asia,2022,82.5609756097561,84.2,81.0,,,2.2
378,Poland,POL,Europe & Central Asia,2009,75.6951219512195,80.1,71.5,0.0041112814284484,3.0,6.3
379,Poland,POL,Europe & Central Asia,2010,76.2463414634146,80.6,72.1,0.0035290102117617,3.0,6.0
380,Poland,POL,Europe & Central Asia,2011,76.6951219512195,81.1,72.5,0.0035338082727907,3.0,5.7
381,Poland,POL,Europe & Central Asia,2012,76.7463414634146,81.1,72.6,0.0033102501336277,2.0,5.4
382,Poland,POL,Europe & Central Asia,2013,77.0,81.2,73.0,0.0031834367378282,2.0,5.2
383,Poland,POL,Europe & Central Asia,2014,77.6024390243903,81.7,73.7,0.0030119644895548,2.0,5.0
384,Poland,POL,Europe & Central Asia,2015,77.4512195121951,81.6,73.5,0.0029224549403125,2.0,4.9
385,Poland,POL,Europe & Central Asia,2016,77.8512195121951,82.0,73.9,0.0027574994766827,2.0,4.8
386,Poland,POL,Europe & Central Asia,2017,77.7536585365854,81.8,73.9,0.0026215907480608,2.0,4.6
387,Poland,POL,Europe & Central Asia,2018,77.6024390243903,81.7,73.7,0.0025939211090622,2.0,4.5
388,Poland,POL,Europe & Central Asia,2019,77.9048780487805,81.9,74.1,0.0026285220536706,2.0,4.4
389,Poland,POL,Europe & Central Asia,2020,76.5,80.7,72.5,0.0027256046362943,2.0,4.4
390,Poland,POL,Europe & Central Asia,2021,75.5024390243902,79.6,71.6,,,4.4
391,Poland,POL,Europe & Central Asia,2022,77.3048780487805,81.3,73.5,,,4.4
392,Portugal,PRT,Europe & Central Asia,2009,78.7268292682927,81.8,75.8,0.0136597518357313,10.0,3.9
393,Portugal,PRT,Europe & Central Asia,2010,79.0268292682927,82.1,76.1,0.0137584185927821,10.0,3.8
394,Portugal,PRT,Europe & Central Asia,2011,80.4707317073171,83.8,77.3,0.0131976570317984,9.0,3.7
395,Portugal,PRT,Europe & Central Asia,2012,80.3731707317073,83.6,77.3,0.0144074395832927,10.0,3.7
396,Portugal,PRT,Europe & Central Asia,2013,80.7219512195122,84.0,77.6,0.0091141585107252,9.0,3.7
397,Portugal,PRT,Europe & Central Asia,2014,81.1219512195122,84.4,78.0,0.0092014498571589,9.0,3.7
398,Portugal,PRT,Europe & Central Asia,2015,81.1243902439025,84.3,78.1,0.0144919867292212,10.0,3.6
399,Portugal,PRT,Europe & Central Asia,2016,81.1243902439025,84.3,78.1,0.0146926468948523,11.0,3.6
400,Portugal,PRT,Europe & Central Asia,2017,81.4243902439025,84.6,78.4,0.0155472058940883,11.0,3.6
401,Portugal,PRT,Europe & Central Asia,2018,81.3243902439024,84.5,78.3,0.0152889737498466,11.0,3.5
402,Portugal,PRT,Europe & Central Asia,2019,81.6756097560976,84.8,78.7,0.0157823660911521,11.0,3.5
403,Portugal,PRT,Europe & Central Asia,2020,80.9756097560976,84.1,78.0,0.0164316043138414,12.0,3.4
404,Portugal,PRT,Europe & Central Asia,2021,81.3780487804878,84.4,78.5,,,3.2
405,Portugal,PRT,Europe & Central Asia,2022,81.5804878048781,84.5,78.8,,,3.2
406,Slovak Republic,SVK,Europe & Central Asia,2009,74.909756097561,78.7,71.3,0.0076052201775045,5.0,7.1
407,Slovak Republic,SVK,Europe & Central Asia,2010,75.1121951219512,78.8,71.6,0.0070744161731461,5.0,6.9
408,Slovak Republic,SVK,Europe & Central Asia,2011,75.9585365853659,79.8,72.3,0.0070251757711853,5.0,6.7
409,Slovak Republic,SVK,Europe & Central Asia,2012,76.109756097561,79.9,72.5,0.007307074663902,5.0,6.6
410,Slovak Republic,SVK,Europe & Central Asia,2013,76.4121951219512,80.1,72.9,0.0076264857286614,5.0,6.4
411,Slovak Republic,SVK,Europe & Central Asia,2014,76.8121951219512,80.5,73.3,0.0072519241943857,5.0,6.3
412,Slovak Republic,SVK,Europe & Central Asia,2015,76.5634146341463,80.2,73.1,0.0067966569769742,5.0,6.2
413,Slovak Republic,SVK,Europe & Central Asia,2016,77.1658536585366,80.7,73.8,0.0071077975009267,5.0,6.1
414,Slovak Republic,SVK,Europe & Central Asia,2017,77.1658536585366,80.7,73.8,0.0066638814501178,5.0,6.0
415,Slovak Republic,SVK,Europe & Central Asia,2018,77.2658536585366,80.8,73.9,0.0064655443202423,5.0,6.0
416,Slovak Republic,SVK,Europe & Central Asia,2019,77.6658536585366,81.2,74.3,0.0067498632286969,5.0,5.9
417,Slovak Republic,SVK,Europe & Central Asia,2020,76.8658536585366,80.4,73.5,0.0067108395583416,5.0,5.9
418,Slovak Republic,SVK,Europe & Central Asia,2021,74.6146341463415,78.2,71.2,,,5.9
419,Slovak Republic,SVK,Europe & Central Asia,2022,77.0658536585366,80.6,73.7,,,5.9
420,Spain,ESP,Europe & Central Asia,2009,81.4756097560976,84.6,78.5,0.0057098183756427,4.0,4.0
421,Spain,ESP,Europe & Central Asia,2010,81.6268292682927,84.7,78.7,0.0054619156338096,4.0,3.8
422,Spain,ESP,Europe & Central Asia,2011,82.4756097560976,85.6,79.5,0.0056729359187854,4.0,3.7
423,Spain,ESP,Europe & Central Asia,2012,82.4268292682927,85.5,79.5,0.0056569237804448,4.0,3.6
424,Spain,ESP,Europe & Central Asia,2013,83.0780487804878,86.1,80.2,0.0057407777218638,4.0,3.5
425,Spain,ESP,Europe & Central Asia,2014,83.2292682926829,86.2,80.4,0.0055856400930447,4.0,3.4
426,Spain,ESP,Europe & Central Asia,2015,82.8317073170732,85.7,80.1,0.0054121621951441,4.0,3.3
427,Spain,ESP,Europe & Central Asia,2016,83.3292682926829,86.3,80.5,0.005341273305245,4.0,3.3
428,Spain,ESP,Europe & Central Asia,2017,83.2829268292683,86.1,80.6,0.0055369297936453,4.0,3.2
429,Spain,ESP,Europe & Central Asia,2018,83.4317073170732,86.3,80.7,0.0056535636741145,4.0,3.2
430,Spain,ESP,Europe & Central Asia,2019,83.8317073170732,86.7,81.1,0.0033135198155787,3.0,3.2
431,Spain,ESP,Europe & Central Asia,2020,82.3317073170732,85.2,79.6,0.0035986083077001,3.0,3.1
432,Spain,ESP,Europe & Central Asia,2021,83.2292682926829,86.2,80.4,,,3.1
433,Spain,ESP,Europe & Central Asia,2022,83.0829268292683,85.9,80.4,,,3.0
434,Sweden,SWE,Europe & Central Asia,2009,81.3512195121951,83.4,79.4,0.0086409966789955,5.0,3.1
435,Sweden,SWE,Europe & Central Asia,2010,81.4512195121951,83.5,79.5,0.0078866483571266,5.0,3.1
436,Sweden,SWE,Europe & Central Asia,2011,81.8024390243903,83.8,79.9,0.0085072424690325,5.0,3.0
437,Sweden,SWE,Europe & Central Asia,2012,81.7048780487805,83.6,79.9,0.0085778749677368,5.0,3.0
438,Sweden,SWE,Europe & Central Asia,2013,81.9560975609756,83.8,80.2,0.0085771334059137,5.0,2.9
439,Sweden,SWE,Europe & Central Asia,2014,82.2536585365854,84.2,80.4,0.0083184177444783,5.0,2.9
440,Sweden,SWE,Europe & Central Asia,2015,82.2048780487805,84.1,80.4,0.0077414539050204,4.0,2.9
441,Sweden,SWE,Europe & Central Asia,2016,82.3073170731707,84.1,80.6,0.0077016915470225,4.0,2.8
442,Sweden,SWE,Europe & Central Asia,2017,82.409756097561,84.1,80.8,0.0078564781302954,5.0,2.8
443,Sweden,SWE,Europe & Central Asia,2018,82.5585365853659,84.3,80.9,0.0078914479247868,5.0,2.7
444,Sweden,SWE,Europe & Central Asia,2019,83.109756097561,84.8,81.5,0.0078836032523563,5.0,2.6
445,Sweden,SWE,Europe & Central Asia,2020,82.3560975609756,84.2,80.6,0.0078494661484597,5.0,2.6
446,Sweden,SWE,Europe & Central Asia,2021,83.0560975609756,84.9,81.3,,,2.5
447,Sweden,SWE,Europe & Central Asia,2022,83.109756097561,84.8,81.5,,,2.5
448,Switzerland,CHE,Europe & Central Asia,2009,82.0439024390244,84.4,79.8,0.0108959094872501,8.0,4.6
449,Switzerland,CHE,Europe & Central Asia,2010,82.2463414634147,84.5,80.1,0.0113098481300758,8.0,4.6
450,Switzerland,CHE,Europe & Central Asia,2011,82.6951219512195,85.0,80.5,0.0112981174063487,8.0,4.5
451,Switzerland,CHE,Europe & Central Asia,2012,82.6975609756098,84.9,80.6,0.0103053840740746,7.0,4.4
452,Switzerland,CHE,Europe & Central Asia,2013,82.7975609756098,85.0,80.7,0.010088562752233,7.0,4.4
453,Switzerland,CHE,Europe & Central Asia,2014,83.1975609756098,85.4,81.1,0.0093411296857975,7.0,4.3
454,Switzerland,CHE,Europe & Central Asia,2015,82.8975609756098,85.1,80.8,0.0090125494052632,6.0,4.3
455,Switzerland,CHE,Europe & Central Asia,2016,83.6024390243903,85.6,81.7,0.0140371863981474,8.0,4.2
456,Switzerland,CHE,Europe & Central Asia,2017,83.5512195121951,85.6,81.6,0.0085680519516295,6.0,4.1
457,Switzerland,CHE,Europe & Central Asia,2018,83.7536585365854,85.7,81.9,0.0129565206040035,7.0,4.1
458,Switzerland,CHE,Europe & Central Asia,2019,83.9048780487805,85.8,82.1,0.0123853772731891,7.0,4.0
459,Switzerland,CHE,Europe & Central Asia,2020,83.0,85.1,81.0,0.0128598135592329,7.0,4.0
460,Switzerland,CHE,Europe & Central Asia,2021,83.7512195121951,85.8,81.8,,,4.0
461,Switzerland,CHE,Europe & Central Asia,2022,83.4536585365854,85.4,81.6,,,4.0
462,Turkiye,TUR,Europe & Central Asia,2009,74.765,77.988,71.57,0.0540064636965083,22.0,19.2
463,Turkiye,TUR,Europe & Central Asia,2010,75.069,78.221,71.927,0.0536284544843534,22.0,17.9
464,Turkiye,TUR,Europe & Central Asia,2011,74.941,78.144,71.779,0.0549613548943054,23.0,16.8
465,Turkiye,TUR,Europe & Central Asia,2012,75.678,78.838,72.517,0.0511166496514656,21.0,15.8
466,Turkiye,TUR,Europe & Central Asia,2013,76.297,79.398,73.162,0.048623718678658,20.0,14.9
467,Turkiye,TUR,Europe & Central Asia,2014,76.565,79.623,73.468,0.047345898196731,19.0,14.0
468,Turkiye,TUR,Europe & Central Asia,2015,76.646,79.787,73.498,0.047166722457519,19.0,13.3
469,Turkiye,TUR,Europe & Central Asia,2016,76.66,79.894,73.448,0.0477161341659697,20.0,12.7
470,Turkiye,TUR,Europe & Central Asia,2017,77.141,80.293,73.985,0.0352588780276015,17.0,12.0
471,Turkiye,TUR,Europe & Central Asia,2018,77.563,80.684,74.417,0.0352240403830894,17.0,11.5
472,Turkiye,TUR,Europe & Central Asia,2019,77.832,80.953,74.68,0.0355194648700967,17.0,11.0
473,Turkiye,TUR,Europe & Central Asia,2020,75.85,79.061,72.772,0.0361792819793737,17.0,10.5
474,Turkiye,TUR,Europe & Central Asia,2021,76.032,79.121,73.04,,,10.1
475,Turkiye,TUR,Europe & Central Asia,2022,78.475,81.495,75.38,,,9.6
476,United Kingdom,GBR,Europe & Central Asia,2009,80.0512195121951,82.1,78.1,0.0175563270104482,10.0,5.4
477,United Kingdom,GBR,Europe & Central Asia,2010,80.4024390243902,82.4,78.5,0.0165650154896873,10.0,5.2
478,United Kingdom,GBR,Europe & Central Asia,2011,80.9512195121951,83.0,79.0,0.0157396769576582,9.0,5.0
479,United Kingdom,GBR,Europe & Central Asia,2012,80.9048780487805,82.8,79.1,0.0144507755081012,8.0,4.8
480,United Kingdom,GBR,Europe & Central Asia,2013,81.0048780487805,82.9,79.2,0.0145363136952682,8.0,4.6
481,United Kingdom,GBR,Europe & Central Asia,2014,81.3048780487805,83.2,79.5,0.0147046577793467,8.0,4.5
482,United Kingdom,GBR,Europe & Central Asia,2015,80.9560975609756,82.8,79.2,0.014588087227577,8.0,4.5
483,United Kingdom,GBR,Europe & Central Asia,2016,81.1560975609756,83.0,79.4,0.0147983702885618,9.0,4.4
484,United Kingdom,GBR,Europe & Central Asia,2017,81.2560975609756,83.1,79.5,0.0148125690179561,9.0,4.4
485,United Kingdom,GBR,Europe & Central Asia,2018,81.2560975609756,83.1,79.5,0.0160080498673089,9.0,4.4
486,United Kingdom,GBR,Europe & Central Asia,2019,81.4048780487805,83.3,79.6,0.0160364184799109,9.0,4.3
487,United Kingdom,GBR,Europe & Central Asia,2020,80.3512195121951,82.4,78.4,0.0171032873674179,10.0,4.3
488,United Kingdom,GBR,Europe & Central Asia,2021,80.7,82.8,78.7,,,4.2
489,United Kingdom,GBR,Europe & Central Asia,2022,82.0585365853659,83.8,80.4,,,4.1
490,United States,USA,North America,2009,78.390243902439,80.9,76.0,0.0319932348722947,15.0,7.5
491,United States,USA,North America,2010,78.5414634146342,81.0,76.2,0.0243663667482852,14.0,7.3
492,United States,USA,North America,2011,78.6414634146341,81.1,76.3,0.0264212081553863,15.0,7.2
493,United States,USA,North America,2012,78.7414634146342,81.2,76.4,0.0273880222234036,16.0,7.1
494,United States,USA,North America,2013,78.7414634146342,81.2,76.4,0.0284187219525554,16.0,7.0
495,United States,USA,North America,2014,78.8414634146341,81.3,76.5,0.0290487957304206,17.0,6.9
496,United States,USA,North America,2015,78.690243902439,81.2,76.3,0.030061301321781,17.0,6.8
497,United States,USA,North America,2016,78.5390243902439,81.1,76.1,0.0318871873009397,18.0,6.7
498,United States,USA,North America,2017,78.5390243902439,81.1,76.1,0.0330834555487871,19.0,6.6
499,United States,USA,North America,2018,78.6390243902439,81.2,76.2,0.0336245502918663,19.0,6.5
500,United States,USA,North America,2019,78.7878048780488,81.4,76.3,0.034318567593978,20.0,6.5
501,United States,USA,North America,2020,76.9804878048781,79.9,74.2,0.0363816314955037,21.0,6.4
502,United States,USA,North America,2021,76.3292682926829,79.3,73.5,,,6.3
503,United States,USA,North America,2022,77.4341463414634,80.2,74.8,,,6.3
